Tweets,Sentiment
voting way stop,0
dont know desperate either going prison extradition,-1
far s campaign staff involved criminal activity yr oe,-1
lack empathy fi,0
obtuse said,0
yo er sure,1
right talking,1
thanks rather root canal anesthesia lis,1
lie would president possibly gain ing dumb lie,-1
sorry time,-1
absolutely true saw nights god make stuff,1
fire front lawn thought,0
president away world order,0
w mi cruise cruise due virus people done,-1
video s,0
er would care animal er would oblivious,0
china catch,0
believe got think miracle go,0
ah yes actual human president would welcome change last completely soul,1
key establishment empty promise social de,-1
daddy first cuck incest,1
still waiting explain like furniture lots young,1
summons town,0
got bigger platform take aint,0
family raze house,0
raze home town,0
hunger strike,0
fire agricultural,0
destroy olive assault,-1
well sure heck political,1
still without plan holding miracle via,0
political issue,0
mike best move get coming,1
absolutely sandwich time,1
one idiotic thing ever seen say mike zo,-1
person far,1
national convention must got keep,0
living cave face demolition middle east monitor si,0
thank complaint actually congress twitter please ra,-1
pence know,0
get ers follow twitter since,0
oh man going get absolutely crushed already,-1
hi religious ham fight church,0
ham fight church ago mike ralph,0
would assess toady s asse believe saying,0
plan rural swing state lose less,-1
vote love design buy election election wa,1
education st later path build successful human society civilization,1
mike pence ant cover,0
army two observation,0
injure two news ex tatu,0
think miracle around corner mike pence covid wow veep really,1
fool turned challenge style debate,0
poor leader corrupt pathological liar please stop,-1
august convention surprise thrown bus failure,-1
idea yet,0
funny coal ruined ago lied ne,1
never go broke betting gullibility,0
careful might offer tea getting kind desperate,-1
pathetic anti phony lying,-1
lying phony,0
lying sin wall hate,-1
crack read made fool,0
shame lie stood pandemic early lie,1
intentionally made fun s name went along,1
excellent edition tonight maria informative,1
tearing democracy every word mouth,0
man god pence know,0
danger racist lie cheat,0
totally credible mother let read,1
mike like foreign name,-1
rare tender awkward moment two,-1
well disaster heading task force thats irrelevant little,-1
criticize violence violence,0
freak call closet case,0
coming closet,0
first nice know mother let stay late watch watching,1
grim vision,-1
imagine actually whats going unlike,0
go jail along,-1
would completely boy cute nymphet president may,1
sure pay medical,1
need flatter guy ie,0
many national convention negative grim vision,-1
would send headed doubt,0
watching mind,0
mother going set free person really,1
dear said hand,0
god ever tell definition immigration blasphemous ass yo os,0
item include since convention last week,0
miracle would pence disappear,0
waste time going news network,-1
got think miracle around,0
concerned violence streets gun need th,0
photo believer rolling stone pa flu,0
mike pence like low,0
think miracle around corner believe likely vaccine,0
actin like face expression way response,0
said dying yr old dying,1
visual kneeling prison initiation,0
peace usually comes busy loo,-1
empathy meter dead squirrel would say high,-1
sound happening lot lately pity,1
opposite picked poor,-1
first job presidential candidate choosing mike pence great,1
told today like president know anything,0
said thought covid would still die us said white house,0
truly believe,0
good morning,1
never day gone havent thought lost midst pandemic,0
pence know via mike,0
refusal explicitly disavow cost rank,-1
welcome rat city,1
hope topic debate,0
bet people clown,0
time pen another saying virus gone memorial day,0
vice president mike pence conspiracy conspiracy,0
even silly saying june covid panic,-1
lady swore,0
people inspire,0
hey bad never slept anyone else except hard prove impotent,-1
know anything new mantra guilty late mike pence,-1
inauguration huge relieved racist ly,1
year went back china,0
shall heretofore defendant depending bar,0
hospital staff,0
stain thats bleached much cant get rid stench pence,1
aware fact doubt aware,1
sleep night,0
seriously risk whatever side sake,-1
leadership president provided clearly,1
occupation detain search young man city,1
see think another person unprepared coming,0
vote out ever,0
suggest take cue jeopardy let speak make,0
fitting given currently us,1
oh useless tit,-1
veep penis dick loser liar ass licker disgusting human form,-1
quote day science lying bigoted thumping sycophantic lunatic aka,0
cork official wait till,0
liar like,0
wipe smile face moron speak vice president,-1
rear fake,-1
good liar definite conflict mouth least,1
negative message pence even pretend follow,-1
let great patriot sink deeply please follow,1
could sit every news channel lie boss done great job dealing,1
